query	Preferred_name
g16302	MIPEP
g16303	DHRS7.7
g16304	MPEG1.3
g16305	g16305
g16306	g16306
g16307	g16307
g16308	g16308
g16310	cocE
g16311	g16311
g16312	cocE.1
g16313	g16313
g16314	CNTNAP4
g16315	g16315
g16316	NEMF
g16317	g16317
g16318	TADA2B
g16319	g16319
g16320	g16320
g16322	CCDC170
g16323	PIAS1.1
g16324	g16324
g16325	g16325
g16326	g16326
g16327	Htr4.1
g16328	g16328
g16329	g16329
g16330	HTR7.4
g16331	g16331
g16332	g16332
g16333	MED17
g16334	DCST1
g16335	SEN34
g16343	g16343
g16346	HHAT
g16347	g16347
g16348	g16348
g16349	WDR92
g16350	REEP5.1
g16351	g16351
g16352	ZCCHC8
g16355	FUT7.1
g16356	KLHL3.6
g16357	MPP5
g16359	DUSP23
g16361	SACS.1
g16362	FRG1
g16363	SLC46A3.4
g16364	SLC46A3.5
g16365	g16365
g16366	STS.5
g16367	g16367
g16368	g16368
g16369	ATRIP
g16370	g16370
g16371	g16371
g16372	PNPT1
g16373	g16373
g16374	GOLGA5
g16375	g16375
g16378	g16378
g16379	g16379
g16381	NAPA
g16382	NAA40
g16383	g16383
g16384	g16384
g16386	g16386
g16387	DMRT1
g16388	DMRTA2.1
g16389	g16389
g16391	g16391
g16392	g16392
g16394	g16394
g16395	PACS2
g16396	g16396
g16397	SYT16.4
g16398	g16398
g16400	ARID4A
g16401	RBM34
g16406	ALG11
g16407	g16407
g16408	g16408
g16412	g16412
g16413	g16413
g16414	LHFPL5
g16415	TSR1
g16416	g16416
g16417	g16417
g16418	LRRC18
g16419	g16419
g16420	g16420
g16421	UBA1
g16422	RIBC2
g16423	g16423
g16424	FBLN2.1
g16425	g16425
g16426	CHRNA7.4
g16427	g16427
g16428	NDUFA2
g16429	g16429
g16430	g16430
g16431	STARD10
g16432	PHKA2
g16433	CLHC1
g16434	g16434
g16435	g16435
g16436	GluCl.3
g16438	CELA2A
g16439	BRCA2
g16440	g16440
g16441	g16441
g16442	ALG11.1
g16447	ALOX12B
g16448	ALOX5.1
g16449	ALOX12B.1
g16450	ALOX12B.2
g16451	ARSB.18
g16452	PPME1
g16454	LAMTOR1
g16455	EIF3F
g16457	CNR2.8
g16458	g16458
g16459	g16459
g16460	g16460
g16461	NAA15
g16462	RNF121
g16463	ALOX5.2
g16464	g16464
g16465	echA8_1
g16466	APOA1BP
g16467	g16467
g16470	g16470
g16471	g16471
g16472	g16472
g16473	g16473
g16474	g16474
g16475	g16475
g16476	g16476
g16477	g16477
g16478	g16478
g16479	g16479
g16480	g16480
g16481	g16481
g16482	g16482
g16483	g16483
g16484	g16484
g16485	g16485
g16486	SIRT1.3
g16487	g16487
g16488	g16488
g16489	g16489
g16490	g16490
g16491	g16491
g16493	g16493
g16494	g16494
g16495	g16495
g16497	FRY
g16498	g16498
g16499	g16499
g16502	POU4F2
g16503	RNF219
g16504	g16504
g16505	PPEF1
g16506	PDGFB
g16507	TIMM8A
g16508	FCHSD2
g16509	g16509
g16510	g16510
g16511	g16511
g16512	g16512
g16513	SLC25A15
g16514	SLC25A15.1
g16516	g16516
g16520	WNT2B
g16522	WNT1
g16523	FBXL14
g16524	ERC2
g16525	g16525
g16526	g16526
g16530	g16530
g16531	g16531
g16532	g16532
g16533	g16533
g16537	WDR55
g16538	PGAP2
g16539	PGAP2.1
g16540	NEU1
g16541	CAPN15
g16543	spn.E.4
g16544	LOXHD1.2
g16545	PSCA.1
g16546	BMP1.1
g16547	CUBN.6
g16554	CLOCK
g16555	SH3RF3
g16557	g16557
g16566	CNTNAP1
g16567	HTR7.5
g16568	g16568
g16569	g16569
g16571	g16571
g16572	g16572
g16573	g16573
g16575	GNS
g16576	g16576
g16577	RASSF1
g16578	TUSC2
g16579	g16579
g16580	g16580
g16581	UBN1
g16582	COQ2
g16583	ACRC
g16585	BTG1
g16586	g16586
g16587	ZMYND10
g16588	C9orf3
g16589	RPS3A
g16590	RRP8
g16591	TPP1
g16594	g16594
g16595	g16595
g16596	g16596
g16597	CSMD3.2
g16598	g16598
g16607	g16607
g16608	CUBN.7
g16609	g16609
g16612	MTMR6
g16613	NUPL1
g16614	CCDC134
g16615	AGK
g16616	g16616
g16617	Klf12
g16618	g16618
g16619	TBC1D4
g16620	CUBN.8
g16621	g16621
g16622	CUBN.9
g16623	g16623
g16624	g16624
g16625	g16625
g16626	ABCE1
g16627	g16627
g16628	RPL21
g16629	g16629
g16630	UCHL3
g16631	CNGA1
g16632	g16632
g16634	g16634
g16636	g16636
g16637	RETSAT
g16639	RIPK1.1
g16640	g16640
g16641	CNGA2
g16642	g16642
g16643	USP46
g16644	SPCS3
g16645	AASDH
g16646	g16646
g16647	CFAP97
g16648	TDRD3
g16649	CWF19L2
g16650	ETFDH
g16651	TMEM184C
g16652	g16652
g16653	HLF
g16654	GRHL2
g16655	HLF.1
g16656	HMMR
g16657	SCLT1
g16658	g16658
g16659	g16659
g16660	g16660
g16663	SSTR5.3
g16665	CCDC158
g16666	g16666
g16667	g16667
g16668	CCDC158.1
g16670	g16670
g16671	CUBN.10
g16672	g16672
g16673	cubn
g16674	g16674
g16686	g16686
g16687	g16687
g16688	g16688
g16689	g16689
g16690	g16690
g16692	g16692
g16693	CD209.3
g16694	CD209.4
g16695	PTPRS
g16696	ADRA1B.6
g16697	HAPLN3
g16698	ALS2CR11
g16699	g16699
g16700	CUBN.11
g16701	CUBN.12
g16702	cetn2
g16703	fgf12
g16704	g16704
g16705	g16705
g16706	g16706
g16707	SCOC
g16708	g16708
g16710	GluCl.4
g16711	FRMPD3
g16712	CA3
g16713	GLIPR2.5
g16714	g16714
g16715	g16715
g16716	Ociad1
g16717	g16717
g16718	g16718
g16719	g16719
g16720	HAPLN1
g16721	CUBN.13
g16722	cubn.1
g16723	CUBN.14
g16724	KLHL17.5
g16725	CDCP2
g16726	CUBN.15
g16727	g16727
g16730	g16730
g16734	g16734
g16735	HP1C.1
g16736	g16736
g16737	HP1C.2
g16740	tmtops3a
g16743	g16743
g16744	HP1C.3
g16745	g16745
g16747	g16747
g16749	OPN4.1
g16750	OPN4.2
g16751	GPROP12.2
g16752	MXRA5
g16753	SVEP1.4
g16754	g16754
g16755	METTL7A
g16756	FAM160A1
g16759	ZCCHC10
g16760	g16760
g16762	RPL9
g16763	g16763
g16764	g16764
g16765	CYP1A1
g16766	METTL7A.1
g16767	METTL7A.2
g16768	g16768
g16769	METTL7A.3
g16770	METTL7A.4
g16772	g16772
g16773	g16773
g16774	g16774
g16775	g16775
g16776	g16776
g16777	g16777
g16778	CHRNB4
g16779	g16779
g16780	g16780
g16781	g16781
g16782	g16782
g16783	TYRO3
g16784	FAM47E
g16785	NFXL1
g16786	g16786
g16787	RPS3
g16789	g16789
g16790	CLPB
g16791	VMA21
g16793	g16793
g16794	g16794
g16795	g16795
g16796	PRICKLE2
g16797	TES
g16798	key
g16799	g16799
g16800	g16800
g16801	nas.15.2
g16802	TBX20
g16803	g16803
g16804	HAND2
g16805	ASMTL
g16806	CEP135
g16807	FBXO8
g16808	g16808
g16809	GUCY1A2
g16810	GUCY1B3
g16811	GUCY1B3.1
g16812	LARP1
g16813	NKPD1
g16814	OCA2
g16817	g16817
g16819	HMCN2.9
g16820	g16820
g16821	g16821
g16822	g16822
g16823	g16823
g16824	clec.78.1
g16825	g16825
g16826	clec.78.2
g16827	g16827
g16828	g16828
g16829	g16829
g16830	g16830
g16831	g16831
g16832	g16832
g16833	g16833
g16834	g16834
g16835	g16835
g16836	g16836
g16837	g16837
g16838	Aats.arg
g16839	TBCK
g16841	KIF3A
g16842	AKAP17A
g16843	Pgrmc2
g16845	TMSB10
g16846	OGT
g16847	g16847
g16848	PIBF1
g16849	ASMTL.1
g16850	ASMTL.2
g16851	ASMTL.3
g16855	TMSB15B
g16856	PRCP
g16857	DNAJC18
g16858	OPN4.3
g16859	SUGT1
g16860	NXT2
g16861	SUMF1
g16862	g16862
g16866	g16866
g16867	g16867
g16868	g16868
g16869	g16869
g16870	g16870
g16871	g16871
g16872	g16872
g16873	g16873
g16874	g16874
g16875	g16875
g16877	g16877
g16878	RUVBL1
g16879	CUBN.16
g16880	RAPSN.6
g16881	TLL1
g16882	BMP1.2
g16883	BMP1.3
g16884	BMP1.4
g16885	CUBN.17
g16886	CD302.1
g16887	CD302.2
g16888	CP.1
g16889	CP.2
g16890	g16890
g16891	NIPAL1
g16892	LRRC51
g16893	TMEM216
g16895	EXD1
g16896	PDE5A
g16900	GAR1
g16901	ARHGAP6
g16902	DLC1
g16903	DRAM2
g16904	DRAM1
g16905	DRAM2.1
g16906	DRAM2.2
g16907	DRAM2.3
g16908	DRAM1.1
g16909	GPM6B
g16910	g16910
g16912	RRM1
g16914	DOK7
g16916	EFEMP1
g16918	EFEMP1.1
g16919	EFEMP1.2
g16920	EFEMP1.3
g16921	EFEMP1.4
g16922	EFEMP1.5
g16923	EFEMP1.6
g16924	g16924
g16925	STOX1
g16926	g16926
g16927	RAB30.2
g16928	DDIAS
g16929	DDX11
g16930	DRAM1.2
g16931	nhoA
g16932	nhoA.1
g16933	nhoA.2
g16934	g16934
g16935	nhoA.3
g16936	nhoA.4
g16937	nhoA.5
g16938	nhoA.6
g16939	nhoA.7
g16940	nhoA.8
g16941	nhoA.9
g16942	DDX11.1
g16943	DRAM1.3
g16944	nhoA.10
g16945	nhoA.11
g16946	nhoA.12
g16947	g16947
g16948	nhoA.13
g16949	nhoA.14
g16950	g16950
g16951	g16951
g16952	g16952
g16953	g16953
g16954	g16954
g16955	g16955
g16956	g16956
g16958	g16958
g16959	svep1.3
g16961	g16961
g16962	PHM7
g16963	ALG13
g16964	RANGAP1
g16966	g16966
g16967	g16967
g16968	g16968
g16969	g16969
g16973	EFCAB10
g16974	SETMAR
g16975	MEP1B.6
g16976	TEX26.1
g16977	TEX26.2
g16978	TEX26.3
g16979	SVEP1.5
g16980	TEX26.4
g16982	TEX26.5
g16984	SVEP1.6
g16985	g16985
g16986	TEX26.6
g16987	SELP
g16988	NRP2.3
g16989	NRP2.4
g16990	g16990
g16991	g16991
g16992	g16992
g16993	g16993
g16994	g16994
g16995	TEX26.7
g16996	TEX26.8
g16997	F5.10
g16998	g16998
g16999	F8.1
g17000	g17000
g17001	GPR62
g17002	g17002
g17003	ABCC4.18
g17005	ABCC4.19
g17006	g17006
g17007	g17007
g17008	g17008
g17009	AMDHD2
g17010	ASZ1
g17011	HSD17B10
g17012	g17012
g17013	g17013
g17014	g17014
g17015	g17015
g17017	g17017
g17020	g17020
g17021	g17021
g17027	THAP10.2
g17028	AOC1.2
g17029	g17029
g17030	g17030
g17031	WNT5B.2
g17032	g17032
g17033	g17033
g17034	ST7
g17035	g17035
g17036	g17036
g17037	DAG1
g17038	g17038
g17039	ARHGEF3
g17040	ASB5
g17041	FAM208A.1
g17042	DAG1.1
g17043	GLYCTK
g17044	g17044
g17045	TRMT10A
g17046	TXNDC9
g17047	CRAMP1L
g17048	g17048
g17049	g17049
g17050	MITF
g17051	SPATA5
g17052	g17052
g17053	KCNH4
g17054	g17054
g17055	g17055
g17056	LIN37
g17057	RAD52
g17058	PLEK2
g17059	asun
g17062	C7orf57
g17064	ARHGEF17
g17065	PKD2
g17066	ATP6AP1
g17070	SYN2
g17071	TIMP4
g17072	TIMP1.1
g17073	TIMP4.1
g17074	TIMP3
g17075	TIMP4.2
g17076	TIMP1.2
g17078	TIMP3.1
g17079	g17079
g17080	exc.7
g17081	BEND3.1
g17082	MFSD12.1
g17083	MFSD12.2
g17085	g17085
g17087	g17087
g17088	g17088
g17089	TIMP3.2
g17091	g17091
g17092	g17092
g17093	TIMP4.3
g17094	TIMP2
g17095	TIMP2.1
g17096	MFSD12.3
g17097	PDS5A
g17098	DCUN1D4
g17099	Iswi
g17100	RBM26
g17101	TUSC3
g17102	SGCG
g17103	g17103
g17104	g17104
g17105	g17105
g17106	g17106
g17107	g17107
g17108	g17108
g17109	DIAPH1
g17110	SLC25A31
g17111	SLC25A43
g17112	UBE2B
g17113	MAB21L1.1
g17115	g17115
g17118	g17118
g17120	g17120
g17121	UFSP2
g17122	akap7
g17124	IDS
g17125	ANKRD10
g17126	g17126
g17127	TMEM185A
g17128	DPH3
g17129	INF2
g17130	FHDC1
g17131	INF2.1
g17132	INF2.2
g17133	INF2.3
g17134	INF2.4
g17135	g17135
g17136	RFXAP
g17137	FAM181B
g17138	COA5
g17139	g17139
g17140	FANCB
g17141	PFAS
g17144	OPN4.4
g17145	GHDC
g17146	RNF14
g17147	INPP4A
g17148	g17148
g17149	CLCN3
g17151	ZFAND2B.1
g17152	g17152
g17153	CENPF
g17154	g17154
g17155	SMIM20
g17156	PPID
g17157	KIAA0391.1
g17158	EXOSC9
g17159	HMGB1
g17160	SAP30L
g17161	ATP8A1
g17162	EPHA6
g17163	SVEP1.7
g17165	EDIL3.11
g17166	UBE2K
g17167	g17167
g17168	FGF1.5
g17169	N4BP2
g17170	KCNH1
g17171	g17171
g17172	GNPDA1
g17173	SLX4
g17174	IQCM
g17175	PRPS2
g17176	g17176
g17177	SPAG9
g17179	TOMM5
g17180	g17180
g17181	g17181
g17182	tbx21.1
g17183	g17183
g17184	g17184
g17185	g17185
g17186	g17186
g17187	g17187
g17188	UFM1
g17189	CORO7
g17190	g17190
g17192	BBS7
g17193	g17193
g17194	ATXN10
g17197	KCNG3
g17198	g17198
g17200	g17200
g17202	g17202
g17203	g17203
g17208	g17208
g17209	nekl.2
g17210	SPDL1
g17211	g17211
g17212	g17212
g17213	MAT2B
g17214	BMP1.5
g17215	CUBN.18
g17216	g17216
g17217	TLL1.1
g17220	F5.11
g17221	g17221
g17222	g17222
g17225	g17225
g17226	EXOSC8
g17227	SMAD5
g17228	g17228
g17229	SMAD5.1
g17230	SMAD5.2
g17231	ALG5
g17233	g17233
g17234	g17234
g17235	RANGAP1.1
g17236	g17236
g17237	g17237
g17238	HIST1H3D.6
g17239	HIST3H3.8
g17240	LRP5L
g17241	g17241
g17242	g17242
g17244	VCAN.2
g17245	g17245
g17246	APBB2
g17247	NSUN7
g17248	AFF3
g17249	RBX1
g17250	g17250
g17251	ABCC4.20
g17252	ZKSCAN8
g17253	g17253
g17257	g17257
g17258	g17258
g17260	g17260
g17262	g17262
g17266	ARFIP1
g17267	CUBN.19
g17268	CUBN.20
g17269	CUBN.21
g17270	g17270
g17271	g17271
g17272	CUBN.22
g17273	g17273
g17274	g17274
g17275	g17275
g17276	ATP2B1
g17277	ATP2B1.1
g17278	g17278
g17279	C2CD3
g17280	HIRIP3
g17281	PLRG1
g17282	RPS23
g17283	g17283
g17284	g17284
g17285	SMC1B
g17286	TIMM9.1
g17287	CCNI
g17288	AGA
g17289	g17289
g17290	PGK1
g17291	TRAP1
g17293	FBXL8
g17295	DNAH12
g17296	BTK
g17298	USP15
g17299	TMEM53.1
g17300	PGM2
g17301	g17301
g17302	ARFIP1.1
g17303	MAML3
g17304	g17304
g17306	g17306
g17308	g17308
g17309	g17309
g17310	g17310
g17311	g17311
g17312	g17312
g17313	g17313
g17314	g17314
g17315	g17315
g17316	g17316
g17317	g17317
g17318	g17318
g17319	g17319
g17320	g17320
g17321	PWP2
g17322	OFD1
g17323	VGLL4
g17324	ATG7
g17325	IARS
g17326	NDUFA5
g17328	EFCAB8
g17329	g17329
g17330	CCDC66
g17331	SLC30A9
g17332	ATP6V0C
g17333	infC
g17334	g17334
g17335	g17335
g17336	g17336
g17337	NUP54
g17338	polr1d
g17339	g17339
g17340	CDA
g17341	CDA.1
g17342	g17342
g17343	GRXCR1
g17344	g17344
g17345	TAF7
g17346	PPFIBP2
g17347	SLAIN2
g17348	ITIH1
g17349	g17349
g17350	g17350
g17351	g17351
g17352	g17352
g17353	g17353
g17354	ABCB4
g17355	ARHGAP24
g17356	CDKL2
g17357	SH2D4A
g17358	SLC32A1
g17359	g17359
g17360	g17360
g17364	g17364
g17372	ABCB4.1
g17374	g17374
g17376	B3GNT2
g17377	WNT16
g17378	Nudt16
g17379	BRAF
g17382	CPED1
g17383	g17383
g17387	g17387
g17388	g17388
g17389	CRBN
g17390	DNAJB9
g17391	WDR82
g17392	g17392
g17394	PLEKHG7
g17395	WNT1.1
g17396	WNT1.2
g17397	WNT8A.2
g17398	WNT1.3
g17399	ZNF277
g17400	UHRF1
g17401	RBM15B
g17402	WNT1.4
g17403	TMEM167B
g17404	IFRD2
g17405	g17405
g17406	CHST11.2
g17408	CHST11.3
g17409	IMPDH2.1
g17410	GNAI3
g17411	TERT
g17412	MANBA
g17413	g17413
g17414	g17414
g17415	g17415
g17416	g17416
g17417	g17417
g17418	g17418
g17419	g17419
g17421	NNT
g17423	F5.12
g17424	MARCH8
g17428	g17428
g17429	LMO2
g17432	g17432
g17433	g17433
g17434	g17434
g17435	g17435
g17436	PAX6.2
g17438	g17438
g17439	RSBN1
g17440	DOCK1.1
g17441	ATP10B
g17442	g17442
g17443	g17443
g17444	g17444
g17445	g17445
g17446	g17446
g17447	GALR1.5
g17448	WDR19
g17449	Pld.1
g17450	SAR1A
g17452	g17452
g17453	g17453
g17454	g17454
g17461	g17461
g17462	ninaE.2
g17465	g17465
g17471	GALR1.6
g17472	NMUR1
g17473	NPY2R
g17474	PDE2A
g17475	ninaE.3
g17476	MAD2L2
g17478	g17478
g17484	CAV1.1
g17487	g17487
g17488	CAV1.2
g17490	g17490
g17491	g17491
g17493	g17493
g17495	g17495
g17497	g17497
g17498	g17498
g17501	g17501
g17502	g17502
g17503	SDAD1
g17506	g17506
g17508	g17508
g17509	g17509
g17511	g17511
g17512	FUT8
g17513	g17513
g17514	INTU
g17515	g17515
g17516	g17516
g17517	g17517
g17518	g17518
g17519	INTU.1
g17520	g17520
g17521	g17521
g17522	KCTD16.1
g17523	CCRN4L
g17524	SCARB2.1
g17525	g17525
g17526	g17526
g17528	g17528
g17529	WNT1.5
g17530	g17530
g17531	WNT1.6
g17532	g17532
g17534	PLK4
g17535	MRPS31
g17536	RBM41
g17537	g17537
g17538	g17538
g17539	g17539
g17540	g17540
g17541	GALR1.7
g17542	g17542
g17543	g17543
g17545	g17545
g17546	g17546
g17547	g17547
g17548	g17548
g17549	g17549
g17550	g17550
g17551	TBX20.1
g17552	TBX20.2
g17553	TNR.27
g17554	g17554
g17557	g17557
g17558	g17558
g17559	NOL8
g17560	F2
g17561	g17561
g17562	g17562
g17563	TRAPPC2
g17564	g17564
g17567	g17567
g17568	recQ.6
g17570	capA
g17571	g17571
g17583	g17583
g17584	KIF9
g17585	COMMD8
g17586	TIMM8B
g17587	YIPF6
g17588	ATRX
g17589	FANCF
g17590	g17590
g17591	g17591
g17592	KLHL30.2
g17593	g17593
g17596	g17596
g17597	MELK
g17599	g17599
g17600	g17600
g17601	FGF9
g17602	CRB1.3
g17603	g17603
g17604	g17604
g17605	g17605
g17606	g17606
g17608	g17608
g17610	g17610
g17611	g17611
g17612	g17612
g17613	g17613
g17614	g17614
g17615	GPR83.4
g17616	g17616
g17617	g17617
g17618	g17618
g17619	DSTYK
g17620	USP19
g17621	g17621
g17622	g17622
g17623	g17623
g17624	g17624
g17625	FGF1.6
g17626	CLN3
g17627	g17627
g17628	g17628
g17629	g17629
g17630	g17630
g17631	g17631
g17632	unc.22.3
g17633	RET.1
g17634	TTN.6
g17635	g17635
g17636	RET.2
g17637	g17637
g17638	RET.3
g17643	ALDH2
g17644	ALDH2.1
g17645	HMCN1.25
g17646	GTF3A
g17647	g17647
g17648	FCN2.9
g17649	fibcd1.4
g17650	fibcd1.5
g17651	FCN2.10
g17652	FCN2.11
g17653	ACP5
g17654	g17654
g17655	g17655
g17656	PDZD8
g17657	g17657
g17658	FCN2.12
g17659	g17659
g17660	g17660
g17661	KLHL18.8
g17662	KEX2.1
g17663	g17663
g17664	KLHL18.9
g17665	g17665
g17666	g17666
g17667	KLHL18.10
g17668	g17668
g17669	KLHL35.2
g17670	KLHL23
g17672	KLHL40
g17673	KLHL20.4
g17677	KLHL11.1
g17679	TSR2
g17680	svep1.4
g17681	svep1.5
g17682	GEMIN8
g17683	g17683
g17684	KLHL18.11
g17685	KLHL18.12
g17686	KLHL18.13
g17687	KLHL18.14
g17688	KLHL18.15
g17695	g17695
g17700	g17700
g17706	g17706
g17707	g17707
g17710	g17710
g17714	g17714
g17715	g17715
g17717	PARP14.11
g17718	g17718
g17719	svep1.6
g17720	g17720
g17721	g17721
g17723	g17723
g17724	PRLHR.2
g17726	g17726
g17727	IDO2.1
g17728	PRLHR.3
g17730	g17730
g17731	NPC2.2
g17732	HS6ST1.1
g17733	G3BP2
g17734	MORF4L1
g17735	FUT11
g17737	SPOCK2
g17738	PAPLN
g17739	g17739
g17740	g17740
g17741	PITX1
g17743	DMBX1
g17744	g17744
g17745	g17745
g17746	ISX
g17747	DMBX1.1
g17748	DMBX1.2
g17749	ISX.1
g17750	OTX1
g17751	g17751
g17752	g17752
g17753	g17753
g17754	MAK11
g17755	TM9SF3
g17756	g17756
g17757	g17757
g17758	g17758
g17759	g17759
g17762	g17762
g17763	g17763
g17764	g17764
g17765	g17765
g17766	g17766
g17767	g17767
g17769	g17769
g17770	g17770
g17771	FGF1.7
g17772	g17772
g17773	TMEM175
g17774	TMEM175.1
g17775	TMEM175.2
g17776	PAN3
g17777	brat
g17778	ATP7B
g17779	SQSTM1
g17780	TTC29
g17781	SREBF2
g17782	HMCN1.26
g17783	npr.9.4
g17784	CRP
g17785	g17785
g17786	GALR1.8
g17787	HCRTR2.6
g17788	g17788
g17789	g17789
g17791	g17791
g17792	g17792
g17793	g17793
g17794	g17794
g17795	g17795
g17796	g17796
g17797	HSPG2.9
g17798	NEO1.1
g17800	g17800
g17804	KLHL35.3
g17805	KLHL11.2
g17812	g17812
g17813	GLIS2
g17814	TFAP4
g17815	CYFIP1
g17816	MRPL22
g17817	GEMIN5
g17818	g17818
g17819	g17819
g17820	SHROOM2
g17821	DCTD
g17822	IK
g17823	EFCAB11
g17824	g17824
g17829	TDO2
g17830	g17830
g17831	CTSO
g17832	SMOC2
g17833	g17833
g17834	g17834
g17835	g17835
g17836	g17836
g17838	g17838
g17839	BMP1.6
g17841	g17841
g17842	PTCHD3.6
g17843	g17843
g17844	GAB1
g17845	LRRC59.1
g17846	g17846
g17847	g17847
g17848	g17848
g17850	g17850
g17851	g17851
g17852	CSMD3.3
g17853	CASP14.1
g17854	g17854
g17855	SVEP1.8
g17858	FIGF
g17860	CHST7
g17861	COMMD6
g17862	INTS9
g17864	g17864
g17866	g17866
g17867	LONRF3
g17868	COMMD5
g17869	g17869
g17871	g17871
g17872	DAZL
g17873	IPO9
g17876	g17876
g17877	VWA3B
g17878	g17878
g17879	MTMR2
g17880	MBTD1
g17881	g17881
g17882	g17882
g17884	g17884
g17885	KLHL33
g17886	KLHL33.1
g17887	GATA3
g17888	g17888
g17893	g17893
g17895	EIF5B
g17896	UBE3A
g17897	UBASH3B
g17898	DIO1.5
g17899	DIO3.4
g17900	DIO1.6
g17901	MICU3
g17902	SEPT6
g17903	LRBA
g17904	MDM1
g17907	g17907
g17910	STK16
g17912	MAB21L3.4
g17915	TBC1D19
g17918	g17918
g17920	ST13
g17921	ITSN1.1
g17922	KIF4A
g17923	GPR61
g17924	g17924
g17925	GPR61.1
g17926	g17926
g17927	g17927
g17928	g17928
g17929	g17929
g17930	g17930
g17931	g17931
g17932	LIAS
g17933	KLHL8
g17934	TRM9
g17935	g17935
g17937	g17937
g17938	g17938
g17939	g17939
g17940	CAV1.3
g17942	TEX26.9
g17943	TEX26.10
g17944	TEX26.11
g17945	CPN1
g17946	CDKL5
g17947	SGCB
g17948	g17948
g17949	AASDHPPT
g17950	VPS36
g17951	g17951
g17952	SLC25A31.1
g17953	g17953
g17954	EMC3
g17956	CACNA2D1
g17957	TAF3
g17958	PORCN
g17960	LEMD3
g17961	CAV1.4
g17964	g17964
g17965	TRIM2.1
g17966	g17966
g17967	TEX26.12
g17968	TEX26.13
g17969	g17969
g17970	g17970
g17971	NDFIP2
g17972	g17972
g17973	PCF11
g17974	FAM114A2
g17975	g17975
g17976	g17976
g17977	g17977
g17978	L1TD1.4
g17980	g17980
g17981	FADD.3
g17983	g17983
g17987	g17987
g17988	g17988
g17989	g17989
g17991	g17991
g17994	g17994
g17996	g17996
g17997	NGFR.1
g17998	g17998
g17999	g17999
g18000	g18000
g18001	g18001
g18003	g18003
g18005	FDXACB1
g18006	CARKD
g18007	PCDH9
g18009	wdr17
g18010	FAT3
g18011	CCDC138
g18012	DACH2
g18013	LDHB
g18014	KLHL3.7
g18018	g18018
g18019	DNTT
g18020	g18020
g18021	g18021
g18022	g18022
g18024	POLDIP3
g18025	TMEM33
g18026	SLC36A4
g18027	CCDC22
g18028	MGAT4B
g18029	CANX
g18030	GLB1L
g18031	GLB1
g18032	TACR2.5
g18033	TACR2.6
g18034	TACR2.7
g18035	g18035
g18036	g18036
g18037	g18037
g18038	GLB1.1
g18039	g18039
g18040	PPAT
g18041	PAICS
g18042	g18042
g18043	g18043
g18045	g18045
g18046	RRP9
g18047	g18047
g18048	XRCC6BP1
g18049	g18049
g18050	C4orf33.1
g18052	CCDC169
g18053	g18053
g18054	NLRC5
g18055	g18055
g18056	g18056
g18062	g18062
g18065	NEK4
g18066	g18066
g18067	g18067
g18076	MAN2C1
g18077	g18077
g18078	g18078
g18079	TACR2.8
g18080	NPY7R.2
g18081	g18081
g18082	g18082
g18083	MAPKAPK3
g18084	TNKS2
g18085	g18085
g18086	g18086
g18087	NPFFR2.6
g18088	NPFFR2.7
g18089	TACR2.9
g18090	TACR2.10
g18091	g18091
g18093	g18093
g18094	g18094
g18095	urad
g18096	urad.1
g18097	SLC5A8
g18098	POMP
g18099	g18099
g18100	GSX2
g18101	PDX1.1
g18102	C4orf27
g18103	CHIC2
g18104	sro.1
g18105	SPATA4
g18106	ARAP1.7
g18107	UBL3
g18108	RAB9B
g18109	THEM6
g18110	POLR1D
g18111	VAMP7
g18112	MB21D1.5
g18113	g18113
g18114	g18114
g18116	ANKRD50.2
g18117	g18117
g18118	g18118
g18119	g18119
g18120	g18120
g18121	RPA49
g18122	C19orf43
g18123	g18123
g18124	ILK
g18125	g18125
g18126	g18126
g18127	MMAA
g18128	KLHL5
g18129	g18129
g18130	C8orf48
g18132	g18132
g18133	ELMOD1
g18134	TMEM187
g18135	DLD
g18136	SLC25A20
g18142	g18142
g18143	PIH1D3
g18144	TRANK1.1
g18149	g18149
g18153	TMEM131
g18156	g18156
g18157	g18157
g18159	ZDHHC2
g18160	MTNR1A.6
g18161	TMEM131.1
g18162	g18162
g18163	g18163
g18164	CNOT8
g18165	g18165
g18166	BPIFC.1
g18167	UNC50
g18169	g18169
g18170	g18170
g18171	g18171
g18172	JKAMP
g18174	g18174
g18183	g18183
g18185	g18185
g18203	rtcB
g18204	CDC123
g18205	HCFC1
g18206	g18206
g18207	STXBP4
g18208	g18208
g18209	ARHGAP42
g18210	TRANK1.2
g18211	PYCR1.1
g18212	PYCR1.2
g18213	g18213
g18214	PYCR1.3
g18215	g18215
g18216	CD97.2
g18217	FOLR1.1
g18218	GRHL2.1
g18219	EXOC1
g18220	NUDT6
g18221	NUDT6.1
g18222	C4orf51
g18224	g18224
g18225	AGRN.5
g18228	GALR1.9
g18229	ABCC4.21
g18231	g18231
g18232	g18232
g18233	g18233
g18234	RFC3
g18235	g18235
g18237	SPRY2.2
g18238	SPRY2.3
g18239	SPRY2.4
g18240	KCNIP3
g18241	g18241
g18242	EMC7
g18243	g18243
g18244	SPATA18
g18245	EFEMP1.7
g18249	EFEMP1.8
g18250	AIFM1
g18255	g18255
g18256	PROSER1.1
g18257	PROSER1.2
g18258	PROSER1.3
g18259	NUP98
g18260	EFEMP1.9
g18261	CWH43
g18263	g18263
g18264	g18264
