Protein_ID	COG_category
evm.model.Ap6.1245	-
evm.model.Ap6.350	T
evm.model.Ap6.352	O
evm.model.Ap6.355	U
evm.model.Ap6.354	O
evm.model.Ap6.356	K
evm.model.Ap6.829	O
evm.model.Ap6.828	O
evm.model.Ap6.823	O
evm.model.Ap6.821	O
evm.model.Ap6.820	O
evm.model.Ap6.827	O
evm.model.Ap6.826	O
evm.model.Ap6.825	O
evm.model.Ap6.824	O
evm.model.Ap6.2077	-
evm.model.Ap6.2076	S
evm.model.Ap6.1809	S
evm.model.Ap6.1808	J
evm.model.Ap6.1801	S
evm.model.Ap6.1800	Q
evm.model.Ap6.1803	Q
evm.model.Ap6.1802	Q
evm.model.Ap6.1805	Q
evm.model.Ap6.1807	OT
evm.model.Ap6.1806	O
evm.model.Ap6.2013_evm.model.Ap6.2014_evm.model.Ap6.2015_evm.model.Ap6.2016.1.5f168de6	S
evm.model.Ap6.2013_evm.model.Ap6.2014_evm.model.Ap6.2015_evm.model.Ap6.2016	S
evm.model.Ap6.2013_evm.model.Ap6.2014_evm.model.Ap6.2015_evm.model.Ap6.2016.2.5f168de7	S
evm.model.Ap6.3055_evm.model.Ap6.3058	Q
evm.model.Ap6.2912.1.5f15e1e1	J
evm.model.Ap6.2912	J
evm.model.Ap6.2913	S
evm.model.Ap6.2916	Q
evm.model.Ap6.2914	J
evm.model.Ap6.2915	Q
evm.model.Ap6.2918	Q
evm.model.Ap6.2919	J
evm.model.Ap6.2525	EPT
evm.model.Ap6.1777	G
evm.model.Ap6.1775	J
evm.model.Ap6.1773	EH
evm.model.Ap6.2529	L
evm.model.Ap6.1779	-
evm.model.Ap6.1778	Q
evm.model.Ap6.1489	E
evm.model.Ap6.1485	S
evm.model.Ap6.1484	S
evm.model.Ap6.669	O
evm.model.Ap6.661	T
evm.model.Ap6.660	S
evm.model.Ap6.662	S
evm.model.Ap6.667	O
evm.model.Ap6.596	S
evm.model.Ap6.595	G
evm.model.Ap6.593	L
evm.model.Ap6.592	L
evm.model.Ap6.591	-
evm.model.Ap6.2899	K
evm.model.Ap6.2897	K
evm.model.Ap6.2896	K
evm.model.Ap6.2894	OU
evm.model.Ap6.2891	S
evm.model.Ap6.2890	S
evm.model.Ap6.2765	T
evm.model.Ap6.2766	T
evm.model.Ap6.1526	E
evm.model.Ap6.1527	S
evm.model.Ap6.1525	E
evm.model.Ap6.1528.1.5f15df76	DL
evm.model.Ap6.1528.2.5f15df76	DL
evm.model.Ap6.1528	DL
evm.model.Ap6.2405	T
evm.model.Ap6.45_evm.model.Ap6.46.1.5f168697	T
evm.model.Ap6.45_evm.model.Ap6.46	S
evm.model.Ap6.2403	U
evm.model.Ap6.2566	T
evm.model.Ap6.2565	KLT
evm.model.Ap6.2564	KLT
evm.model.Ap6.2563	TU
evm.model.Ap6.2561	Z
evm.model.Ap6.2560	Z
evm.model.Ap6.2569	D
evm.model.Ap6.2568	T
evm.model.Ap6.412	E
evm.model.Ap6.413	J
evm.model.Ap6.410	O
evm.model.Ap6.411	S
evm.model.Ap6.414	S
evm.model.Ap6.415	W
evm.model.Ap6.1058	TV
evm.model.Ap6.1059	TV
evm.model.Ap6.1054	T
evm.model.Ap6.1055	T
evm.model.Ap6.1052	S
evm.model.Ap6.1053	S
evm.model.Ap6.1050	T
evm.model.Ap6.1051	S
evm.model.Ap6.3021	E
evm.model.Ap6.3020	KT
evm.model.Ap6.3022	S
evm.model.Ap6.3025	G
evm.model.Ap6.3024	K
evm.model.Ap6.3026	A
evm.model.Ap6.1883	U
evm.model.Ap6.1885	S
evm.model.Ap6.1887	E
evm.model.Ap6.1886	T
evm.model.Ap6.1889	K
evm.model.Ap6.1888	S
evm.model.Ap6.1318	BD
evm.model.Ap6.164	S
evm.model.Ap6.203	G
evm.model.Ap6.203.1.5f15dc66	G
evm.model.Ap6.202	T
evm.model.Ap6.201	I
evm.model.Ap6.200	P
evm.model.Ap6.207	O
evm.model.Ap6.206	O
evm.model.Ap6.2336	A
evm.model.Ap6.2337	S
evm.model.Ap6.2334	D
evm.model.Ap6.2335	S
evm.model.Ap6.2332	K
evm.model.Ap6.2333	O
evm.model.Ap6.2330	E
evm.model.Ap6.2338	-
evm.model.Ap6.1928	S
evm.model.Ap6.1922	C
evm.model.Ap6.1923	Y
evm.model.Ap6.1920	C
evm.model.Ap6.1921	G
evm.model.Ap6.1926	S
evm.model.Ap6.1924	DZ
evm.model.Ap6.3273	T
evm.model.Ap6.3275	T
evm.model.Ap6.2815	D
evm.model.Ap6.2812	U
evm.model.Ap6.2811	S
evm.model.Ap6.2819	G
evm.model.Ap6.2101	J
evm.model.Ap6.2100	S
evm.model.Ap6.1683	S
evm.model.Ap6.572	T
evm.model.Ap6.578	A
evm.model.Ap6.3098	U
evm.model.Ap6.3099	J
evm.model.Ap6.2193	S
evm.model.Ap6.493	O
evm.model.Ap6.494	-
evm.model.Ap6.495	O
evm.model.Ap6.2606	IJT
evm.model.Ap6.2604.1.5f15e13d	K
evm.model.Ap6.2604	K
evm.model.Ap6.2605	S
evm.model.Ap6.2602	L
evm.model.Ap6.2601	-
evm.model.Ap6.2608	Z
evm.model.Ap6.1391	U
evm.model.Ap6.1390	T
evm.model.Ap6.1393	J
evm.model.Ap6.1392	U
evm.model.Ap6.1395	L
evm.model.Ap6.1394	S
evm.model.Ap6.1397	S
evm.model.Ap6.1396	T
evm.model.Ap6.1399	S
evm.model.Ap6.1398	G
evm.model.Ap6.2449	DZ
evm.model.Ap6.2440	DZ
evm.model.Ap6.2442	B
evm.model.Ap6.2447	OU
evm.model.Ap6.280	T
evm.model.Ap6.287	J
evm.model.Ap6.1151	T
evm.model.Ap6.1150	-
evm.model.Ap6.1158	S
evm.model.Ap6.3143	S
evm.model.Ap6.3141	O
evm.model.Ap6.3147	Z
evm.model.Ap6.3144	U
evm.model.Ap6.3148	O
evm.model.Ap6.957	S
evm.model.Ap6.954	S
evm.model.Ap6.953	T
evm.model.Ap6.951	T
evm.model.Ap6.958	S
evm.model.Ap6.1314	S
evm.model.Ap6.566	T
evm.model.Ap6.564	T
evm.model.Ap6.565	K
evm.model.Ap6.562	T
evm.model.Ap6.563	T
evm.model.Ap6.2180	S
evm.model.Ap6.2183	-
evm.model.Ap6.2185	-
evm.model.Ap6.2184	PT
evm.model.Ap6.2186	PT
evm.model.Ap6.2189	S
evm.model.Ap6.1296	BD
evm.model.Ap6.27	S
evm.model.Ap6.360	E
evm.model.Ap6.361	K
evm.model.Ap6.2688	P
evm.model.Ap6.2689	S
evm.model.Ap6.2687	P
evm.model.Ap6.2684	P
evm.model.Ap6.2685	P
evm.model.Ap6.2682	T
evm.model.Ap6.2683	M
evm.model.Ap6.2680	P
evm.model.Ap6.2023	B
evm.model.Ap6.2027	L
evm.model.Ap6.2025	OU
evm.model.Ap6.1643	L
evm.model.Ap6.1642	G
evm.model.Ap6.1641	G
evm.model.Ap6.1644	S
evm.model.Ap6.2361	H
evm.model.Ap6.2360	U
evm.model.Ap6.2363	P
evm.model.Ap6.2362.2.5f15e0b3	S
evm.model.Ap6.2362	S
evm.model.Ap6.2362.1.5f15e0b3	S
evm.model.Ap6.2365	C
evm.model.Ap6.2364	Z
evm.model.Ap6.2366	S
evm.model.Ap6.751	-
evm.model.Ap6.79	-
evm.model.Ap6.76	-
evm.model.Ap6.1700	S
evm.model.Ap6.650	G
evm.model.Ap6.654	O
evm.model.Ap6.658	T
evm.model.Ap6.659	S
evm.model.Ap6.2271	-
evm.model.Ap6.2270	-
evm.model.Ap6.2275	L
evm.model.Ap6.2279	T
evm.model.Ap6.2278	T
evm.model.Ap6.1215	M
evm.model.Ap6.1216	T
evm.model.Ap6.1217.1.5f15de96	P
evm.model.Ap6.1217	P
evm.model.Ap6.1210	T
evm.model.Ap6.1211	T
evm.model.Ap6.1212	-
evm.model.Ap6.1218	U
evm.model.Ap6.1219	P
evm.model.Ap6.2739	O
evm.model.Ap6.2739.1.5f15e17a	O
evm.model.Ap6.2730	-
evm.model.Ap6.2737	O
evm.model.Ap6.2734	S
evm.model.Ap6.1559	L
evm.model.Ap6.1557	H
evm.model.Ap6.1555	-
evm.model.Ap6.1553	H
evm.model.Ap6.1550	-
evm.model.Ap6.858	Z
evm.model.Ap6.859	-
evm.model.Ap6.857	S
evm.model.Ap6.441	A
evm.model.Ap6.440	G
evm.model.Ap6.440.1.5f15dcef	G
evm.model.Ap6.443	G
evm.model.Ap6.442	S
evm.model.Ap6.445	S
evm.model.Ap6.447	T
evm.model.Ap6.446	T
evm.model.Ap6.449	T
evm.model.Ap6.448	D
evm.model.Ap6.1027	S
evm.model.Ap6.1026	L
evm.model.Ap6.1025	S
evm.model.Ap6.1024	O
evm.model.Ap6.1021	O
evm.model.Ap6.1020	O
evm.model.Ap6.1029	L
evm.model.Ap6.1028	TV
evm.model.Ap6.2534	G
evm.model.Ap6.1854	-
evm.model.Ap6.1853	O
evm.model.Ap6.135	S
evm.model.Ap6.137	E
evm.model.Ap6.2963	IQ
evm.model.Ap6.2964	U
evm.model.Ap6.2349	S
evm.model.Ap6.2347	S
evm.model.Ap6.2346	A
evm.model.Ap6.2345	Z
evm.model.Ap6.2344	S
evm.model.Ap6.2343	I
evm.model.Ap6.2341	U
evm.model.Ap6.2340	M
evm.model.Ap6.1184	G
evm.model.Ap6.1185	T
evm.model.Ap6.1188	G
evm.model.Ap6.3249	O
evm.model.Ap6.3248	T
evm.model.Ap6.3241	D
evm.model.Ap6.3240	T
evm.model.Ap6.3242	J
evm.model.Ap6.3245	J
evm.model.Ap6.3244	O
evm.model.Ap6.3247	Z
evm.model.Ap6.3246	O
evm.model.Ap6.2535	U
evm.model.Ap6.2536	T
evm.model.Ap6.2537	B
evm.model.Ap6.2530	L
evm.model.Ap6.2532	-
evm.model.Ap6.2533	S
evm.model.Ap6.2538	F
evm.model.Ap6.2679	DZ
evm.model.Ap6.2677	T
evm.model.Ap6.3078	T
evm.model.Ap6.3074	T
evm.model.Ap6.1691	T
evm.model.Ap6.1692	T
evm.model.Ap6.1693	T
evm.model.Ap6.1696	S
evm.model.Ap6.2473	O
evm.model.Ap6.2472	S
evm.model.Ap6.2474	S
evm.model.Ap6.2477	E
evm.model.Ap6.2476	O
evm.model.Ap6.2479	T
evm.model.Ap6.278	S
evm.model.Ap6.279	T
evm.model.Ap6.272	S
evm.model.Ap6.276	GT
evm.model.Ap6.277	S
evm.model.Ap6.1108	-
evm.model.Ap6.1109	I
evm.model.Ap6.1101	S
evm.model.Ap6.1102	-
evm.model.Ap6.1107	-
evm.model.Ap6.1953	J
evm.model.Ap6.1952	S
evm.model.Ap6.1951	D
evm.model.Ap6.1950	L
evm.model.Ap6.1957	C
evm.model.Ap6.928	L
evm.model.Ap6.929	O
evm.model.Ap6.922	S
evm.model.Ap6.923	S
evm.model.Ap6.284	S
evm.model.Ap6.2845	-
evm.model.Ap6.2847	I
evm.model.Ap6.2840	A
evm.model.Ap6.2841	B
evm.model.Ap6.2842	K
evm.model.Ap6.2843	S
evm.model.Ap6.2156	S
evm.model.Ap6.2151	S
evm.model.Ap6.1618	O
evm.model.Ap6.1610	-
evm.model.Ap6.1611	EJ
evm.model.Ap6.1613	U
evm.model.Ap6.1615	-
evm.model.Ap6.1615.1.5f15df99	-
evm.model.Ap6.180	PT
evm.model.Ap6.181	S
evm.model.Ap6.187	O
evm.model.Ap6.22	P
evm.model.Ap6.23	T
evm.model.Ap6.20	-
evm.model.Ap6.28	O
evm.model.Ap6.3133	P
evm.model.Ap6.3132	P
evm.model.Ap6.3131	P
evm.model.Ap6.3130	A
evm.model.Ap6.3137	D
evm.model.Ap6.3136	D
evm.model.Ap6.3135	D
evm.model.Ap6.3139	A
evm.model.Ap6.1794	S
evm.model.Ap6.1791	O
evm.model.Ap6.1790	T
evm.model.Ap6.1793	U
evm.model.Ap6.1792	T
evm.model.Ap6.1799	J
evm.model.Ap6.1798	Q
evm.model.Ap6.2517	S
evm.model.Ap6.2514	H
evm.model.Ap6.1428	S
evm.model.Ap6.1422	-
evm.model.Ap6.1421	S
evm.model.Ap6.1424	K
evm.model.Ap6.2228	O
evm.model.Ap6.2222	O
evm.model.Ap6.2223	O
evm.model.Ap6.2224	O
evm.model.Ap6.2226	O
evm.model.Ap6.2227	O
evm.model.Ap6.535	I
evm.model.Ap6.534	T
evm.model.Ap6.537	-
evm.model.Ap6.536	G
evm.model.Ap6.531	O
evm.model.Ap6.530	U
evm.model.Ap6.1225	M
evm.model.Ap6.1224	E
evm.model.Ap6.338	K
evm.model.Ap6.337	K
evm.model.Ap6.336	A
evm.model.Ap6.335	B
evm.model.Ap6.334	C
evm.model.Ap6.332	Q
evm.model.Ap6.801	O
evm.model.Ap6.803	O
evm.model.Ap6.802	O
evm.model.Ap6.805	O
evm.model.Ap6.807	O
evm.model.Ap6.806	O
evm.model.Ap6.809	-
evm.model.Ap6.808	IQ
evm.model.Ap6.918_evm.model.Ap6.906	S
evm.model.Ap6.1452	S
evm.model.Ap6.1453	P
evm.model.Ap6.1450	B
evm.model.Ap6.1451	-
evm.model.Ap6.1456	H
evm.model.Ap6.1454	GM
evm.model.Ap6.1455	H
evm.model.Ap6.474	G
evm.model.Ap6.475	J
evm.model.Ap6.2584	J
evm.model.Ap6.2587	BL
evm.model.Ap6.2580	O
evm.model.Ap6.2582	A
evm.model.Ap6.2588	S
evm.model.Ap6.2059	I
evm.model.Ap6.2054	O
evm.model.Ap6.3089	U
evm.model.Ap6.3088	O
evm.model.Ap6.3087	O
evm.model.Ap6.3082	K
evm.model.Ap6.100	H
evm.model.Ap6.101	L
evm.model.Ap6.102	S
evm.model.Ap6.103	S
evm.model.Ap6.108	A
evm.model.Ap6.109	P
evm.model.Ap6.2938	S
evm.model.Ap6.2930	L
evm.model.Ap6.2931	L
evm.model.Ap6.2932	C
evm.model.Ap6.2933	S
evm.model.Ap6.2934	O
evm.model.Ap6.2935	A
evm.model.Ap6.1711	O
evm.model.Ap6.609	-
evm.model.Ap6.605	BK
evm.model.Ap6.2749	G
evm.model.Ap6.2748	EPT
evm.model.Ap6.2743	S
evm.model.Ap6.2741	S
evm.model.Ap6.2740	T
evm.model.Ap6.2747	K
evm.model.Ap6.2746	T
evm.model.Ap6.2745	T
evm.model.Ap6.2744	S
evm.model.Ap6.1504	O
evm.model.Ap6.1505.1.5f15df68	A
evm.model.Ap6.1505	A
evm.model.Ap6.1505.1.5f15df68.1.5f168c65	A
evm.model.Ap6.1500	G
evm.model.Ap6.1501	S
evm.model.Ap6.1502	S
evm.model.Ap6.1503	S
evm.model.Ap6.889	O
evm.model.Ap6.888	O
evm.model.Ap6.881	L
evm.model.Ap6.880	O
evm.model.Ap6.882	O
evm.model.Ap6.885	A
evm.model.Ap6.884	O
evm.model.Ap6.887	-
evm.model.Ap6.886	O
evm.model.Ap6.1326	S
evm.model.Ap6.2504	S
evm.model.Ap6.2501	G
evm.model.Ap6.2500	G
evm.model.Ap6.1074	E
evm.model.Ap6.1075	E
evm.model.Ap6.1076	-
evm.model.Ap6.1077	J
evm.model.Ap6.1072	J
evm.model.Ap6.1078	T
evm.model.Ap6.3033	K
evm.model.Ap6.3007	T
evm.model.Ap6.3006	O
evm.model.Ap6.3005	C
evm.model.Ap6.3004	TZ
evm.model.Ap6.3002	Z
evm.model.Ap6.3001	U
evm.model.Ap6.3000	U
evm.model.Ap6.3009	S
evm.model.Ap6.3008	T
evm.model.Ap6.1337	-
evm.model.Ap6.1336	E
evm.model.Ap6.1331	S
evm.model.Ap6.2318	O
evm.model.Ap6.2319	O
evm.model.Ap6.2315	-
evm.model.Ap6.2316	T
evm.model.Ap6.2317	Y
evm.model.Ap6.2310	S
evm.model.Ap6.2311	G
evm.model.Ap6.2313	KT
evm.model.Ap6.224	L
evm.model.Ap6.229	O
evm.model.Ap6.2406	O
evm.model.Ap6.2407	S
evm.model.Ap6.2401	BT
evm.model.Ap6.1131	T
evm.model.Ap6.1130.1.5f15de6e	O
evm.model.Ap6.1130	O
evm.model.Ap6.1135	T
evm.model.Ap6.1134	S
evm.model.Ap6.1137	O
evm.model.Ap6.1136	E
evm.model.Ap6.1136.1.5f15de73	E
evm.model.Ap6.1136.2.5f15de74	E
evm.model.Ap6.1139	T
evm.model.Ap6.97	O
evm.model.Ap6.96	O
evm.model.Ap6.95	S
evm.model.Ap6.94	S
evm.model.Ap6.98	K
evm.model.Ap6.1901	S
evm.model.Ap6.1902	O
evm.model.Ap6.1903	T
evm.model.Ap6.1904	D
evm.model.Ap6.1905	S
evm.model.Ap6.1906	I
evm.model.Ap6.1907	S
evm.model.Ap6.1908	S
evm.model.Ap6.3210	S
evm.model.Ap6.2879	Q
evm.model.Ap6.2878	K
evm.model.Ap6.2875	Q
evm.model.Ap6.2877	K
evm.model.Ap6.2876	K
evm.model.Ap6.2299	S
evm.model.Ap6.2290	G
evm.model.Ap6.2293	J
evm.model.Ap6.2297	T
evm.model.Ap6.2296	T
evm.model.Ap6.2127	KLO
evm.model.Ap6.2126	T
evm.model.Ap6.2123	E
evm.model.Ap6.1585	S
evm.model.Ap6.1586	J
evm.model.Ap6.1583	T
evm.model.Ap6.1588	A
evm.model.Ap6.1589	S
evm.model.Ap6.2628	G
evm.model.Ap6.2629	P
evm.model.Ap6.2624	S
evm.model.Ap6.2625	P
evm.model.Ap6.2626	G
evm.model.Ap6.2627	G
evm.model.Ap6.2620	H
evm.model.Ap6.2621	W
evm.model.Ap6.2622	DZ
evm.model.Ap6.1621	PT
evm.model.Ap6.1623	L
evm.model.Ap6.1622	PT
evm.model.Ap6.1625	P
evm.model.Ap6.1624	G
evm.model.Ap6.1626	PT
evm.model.Ap6.1457_evm.model.Ap6.1458	Q
evm.model.Ap6.2428	S
evm.model.Ap6.2429	K
evm.model.Ap6.737	G
evm.model.Ap6.736	O
evm.model.Ap6.735	E
evm.model.Ap6.2395	F
evm.model.Ap6.2396	F
evm.model.Ap6.2397	KL
evm.model.Ap6.2390	UY
evm.model.Ap6.2392	O
evm.model.Ap6.2393	S
evm.model.Ap6.2398	S
evm.model.Ap6.2399	K
evm.model.Ap6.19	K
evm.model.Ap6.16	C
evm.model.Ap6.15	S
evm.model.Ap6.13	F
evm.model.Ap6.12	-
evm.model.Ap6.11	U
evm.model.Ap6.10	K
evm.model.Ap6.2988	O
evm.model.Ap6.2981	A
evm.model.Ap6.2980	S
evm.model.Ap6.2983	U
evm.model.Ap6.2982	S
evm.model.Ap6.2984	EG
evm.model.Ap6.2986	S
evm.model.Ap6.1984	C
evm.model.Ap6.1985	G
evm.model.Ap6.1986	G
evm.model.Ap6.1714	S
evm.model.Ap6.3163	S
evm.model.Ap6.975	T
evm.model.Ap6.971	-
evm.model.Ap6.2211	S
evm.model.Ap6.2213	U
evm.model.Ap6.2212	S
evm.model.Ap6.2215	C
evm.model.Ap6.2214	-
evm.model.Ap6.2217	S
evm.model.Ap6.2219	S
evm.model.Ap6.2218	S
evm.model.Ap6.508	I
evm.model.Ap6.1272	K
evm.model.Ap6.1273	K
evm.model.Ap6.1270	-
evm.model.Ap6.1271	T
evm.model.Ap6.1276	U
evm.model.Ap6.1277	K
evm.model.Ap6.1274	S
evm.model.Ap6.1275	S
evm.model.Ap6.1278	E
evm.model.Ap6.1056_evm.model.Ap6.1057	I
evm.model.Ap6.346	C
evm.model.Ap6.347	G
evm.model.Ap6.345	O
evm.model.Ap6.342	O
evm.model.Ap6.343	T
evm.model.Ap6.340	T
evm.model.Ap6.341	T
evm.model.Ap6.348	-
evm.model.Ap6.349	T
evm.model.Ap6.830	O
evm.model.Ap6.833	O
evm.model.Ap6.834	S
evm.model.Ap6.835	S
evm.model.Ap6.836	S
evm.model.Ap6.837	S
evm.model.Ap6.2900	Q
evm.model.Ap6.2904	M
evm.model.Ap6.2907	T
evm.model.Ap6.2906	O
evm.model.Ap6.2909	IQ
evm.model.Ap6.2908	T
evm.model.Ap6.1742	S
evm.model.Ap6.1740	J
evm.model.Ap6.1741	MOU
evm.model.Ap6.1746	S
evm.model.Ap6.1747	T
evm.model.Ap6.1745	T
evm.model.Ap6.674	T
evm.model.Ap6.672	T
evm.model.Ap6.670	E
evm.model.Ap6.678	O
evm.model.Ap6.585	T
evm.model.Ap6.587	O
evm.model.Ap6.580	S
evm.model.Ap6.2711	S
evm.model.Ap6.2712	-
evm.model.Ap6.2713	T
evm.model.Ap6.2714	S
evm.model.Ap6.2715	S
evm.model.Ap6.2716	Y
evm.model.Ap6.2717	O
evm.model.Ap6.2719	J
evm.model.Ap6.1530	J
evm.model.Ap6.1530.1.5f15df78	J
evm.model.Ap6.1530.2.5f15df78	J
evm.model.Ap6.1533	S
evm.model.Ap6.1539	I
evm.model.Ap6.1538	T
evm.model.Ap6.2552	Q
evm.model.Ap6.2553	DO
evm.model.Ap6.2550	Q
evm.model.Ap6.2551	O
evm.model.Ap6.2556	S
evm.model.Ap6.2557.1.5f15e123	Z
evm.model.Ap6.2557	Z
evm.model.Ap6.2554	TW
evm.model.Ap6.2558	Z
evm.model.Ap6.427	U
evm.model.Ap6.426	U
evm.model.Ap6.423	E
evm.model.Ap6.422	S
evm.model.Ap6.421	S
evm.model.Ap6.2088	T
evm.model.Ap6.2081	L
evm.model.Ap6.2084	-
evm.model.Ap6.2086	K
evm.model.Ap6.1049	TV
evm.model.Ap6.1048	S
evm.model.Ap6.1045	TV
evm.model.Ap6.1044	TV
evm.model.Ap6.1046	TV
evm.model.Ap6.1041	I
evm.model.Ap6.1040	I
evm.model.Ap6.1043	O
evm.model.Ap6.1042	O
evm.model.Ap6.2130	S
evm.model.Ap6.2131	K
evm.model.Ap6.2135	O
evm.model.Ap6.148	E
evm.model.Ap6.149	DU
evm.model.Ap6.142	-
evm.model.Ap6.143	S
evm.model.Ap6.1874	L
evm.model.Ap6.1870	G
evm.model.Ap6.1873	E
evm.model.Ap6.158	F
evm.model.Ap6.156	F
evm.model.Ap6.155	KO
evm.model.Ap6.154	N
evm.model.Ap6.153	F
evm.model.Ap6.152	F
evm.model.Ap6.151	S
evm.model.Ap6.150	S
evm.model.Ap6.2960_evm.model.Ap6.2961.1.5f169102	T
evm.model.Ap6.2960_evm.model.Ap6.2961	T
evm.model.Ap6.219	L
evm.model.Ap6.214	S
evm.model.Ap6.2322	O
evm.model.Ap6.1939	S
evm.model.Ap6.1938	L
evm.model.Ap6.1935	S
evm.model.Ap6.1937	L
evm.model.Ap6.3269	D
evm.model.Ap6.3267	-
evm.model.Ap6.3266	Z
evm.model.Ap6.3263	S
evm.model.Ap6.3262	O
evm.model.Ap6.3261	O
evm.model.Ap6.2823	D
evm.model.Ap6.2824	O
evm.model.Ap6.2828	O
evm.model.Ap6.2793	U
evm.model.Ap6.2794	-
evm.model.Ap6.2795	-
evm.model.Ap6.2797	Z
evm.model.Ap6.2352	T
evm.model.Ap6.2353	T
evm.model.Ap6.2354	T
evm.model.Ap6.2355	Z
evm.model.Ap6.2356	A
evm.model.Ap6.2357	S
evm.model.Ap6.2357.1.5f15e0af	S
evm.model.Ap6.2615	E
evm.model.Ap6.2614	S
evm.model.Ap6.2617	E
evm.model.Ap6.2616	E
evm.model.Ap6.2613	S
evm.model.Ap6.2612	Z
evm.model.Ap6.2619.1.5f15e143	I
evm.model.Ap6.2619	I
evm.model.Ap6.2618	Q
evm.model.Ap6.3050	PQ
evm.model.Ap6.3051	JKL
evm.model.Ap6.3053	G
evm.model.Ap6.3059	J
evm.model.Ap6.1364	S
evm.model.Ap6.1365	S
evm.model.Ap6.1366	-
evm.model.Ap6.1367	G
evm.model.Ap6.1363	T
evm.model.Ap6.2457	Q
evm.model.Ap6.2456	S
evm.model.Ap6.2453	U
evm.model.Ap6.2452	E
evm.model.Ap6.2451	DZ
evm.model.Ap6.2458.3.5f15e0f3	E
evm.model.Ap6.2458.2.5f15e0f3	E
evm.model.Ap6.2458.2.5f15e0f3.1.5f168f74	E
evm.model.Ap6.2458	E
evm.model.Ap6.2458.1.5f15e0f3	E
evm.model.Ap6.297	O
evm.model.Ap6.1164	G
evm.model.Ap6.3151	S
evm.model.Ap6.3150	T
evm.model.Ap6.3153	OU
evm.model.Ap6.3154	C
evm.model.Ap6.3157	T
evm.model.Ap6.3158	S
evm.model.Ap6.1448	U
evm.model.Ap6.1441	S
evm.model.Ap6.1440	S
evm.model.Ap6.1443	E
evm.model.Ap6.1442	E
evm.model.Ap6.1444	T
evm.model.Ap6.944	E
evm.model.Ap6.947	T
evm.model.Ap6.941	-
evm.model.Ap6.942	-
evm.model.Ap6.943	O
evm.model.Ap6.949.1.5f15de17	IQ
evm.model.Ap6.949	IQ
evm.model.Ap6.559	T
evm.model.Ap6.553	I
evm.model.Ap6.552	I
evm.model.Ap6.551	I
evm.model.Ap6.550	S
evm.model.Ap6.2179	B
evm.model.Ap6.2174	K
evm.model.Ap6.2175	-
evm.model.Ap6.2176	O
evm.model.Ap6.2177	J
evm.model.Ap6.2171	G
evm.model.Ap6.2173	K
evm.model.Ap6.1289	T
evm.model.Ap6.1288	G
evm.model.Ap6.1283	S
evm.model.Ap6.1281	A
evm.model.Ap6.1281.1.5f15dec7	A
evm.model.Ap6.1280	KL
evm.model.Ap6.1286	-
evm.model.Ap6.1285	S
evm.model.Ap6.1284	S
evm.model.Ap6.399	O
evm.model.Ap6.393	-
evm.model.Ap6.1447	T
evm.model.Ap6.2699	G
evm.model.Ap6.2698	A
evm.model.Ap6.2695	-
evm.model.Ap6.2697	O
evm.model.Ap6.2696	DZ
evm.model.Ap6.2691	P
evm.model.Ap6.2692	P
evm.model.Ap6.2039	S
evm.model.Ap6.2038	B
evm.model.Ap6.2033	J
evm.model.Ap6.2037	S
evm.model.Ap6.1678	P
evm.model.Ap6.1679	P
evm.model.Ap6.1676	O
evm.model.Ap6.1677	P
evm.model.Ap6.1674	S
evm.model.Ap6.1675	L
evm.model.Ap6.1672	O
evm.model.Ap6.1673	O
evm.model.Ap6.1098	L
evm.model.Ap6.1092	L
evm.model.Ap6.1093	-
evm.model.Ap6.1090	T
evm.model.Ap6.1091	L
evm.model.Ap6.1096	S
evm.model.Ap6.1097	-
evm.model.Ap6.745	-
evm.model.Ap6.48	DTZ
evm.model.Ap6.2249	G
evm.model.Ap6.2244	OU
evm.model.Ap6.2245	L
evm.model.Ap6.2242	I
evm.model.Ap6.2240	OU
evm.model.Ap6.1201	S
evm.model.Ap6.1200	-
evm.model.Ap6.2729	O
evm.model.Ap6.2721	S
evm.model.Ap6.2720	K
evm.model.Ap6.2723	GM
evm.model.Ap6.2722	S
evm.model.Ap6.2725	T
evm.model.Ap6.2724	O
evm.model.Ap6.2727	O
evm.model.Ap6.2726	U
evm.model.Ap6.1568	L
evm.model.Ap6.1569	E
evm.model.Ap6.1563	-
evm.model.Ap6.1565	-
evm.model.Ap6.1339	S
evm.model.Ap6.457	O
evm.model.Ap6.454	S
evm.model.Ap6.453	L
evm.model.Ap6.450	O
evm.model.Ap6.451	S
evm.model.Ap6.1010	S
evm.model.Ap6.1011	B
evm.model.Ap6.1017	-
evm.model.Ap6.1019	O
evm.model.Ap6.1841	-
evm.model.Ap6.1849	O
evm.model.Ap6.1848	E
evm.model.Ap6.2958	L
evm.model.Ap6.2959	S
evm.model.Ap6.2956	KL
evm.model.Ap6.2957	S
evm.model.Ap6.2955	C
evm.model.Ap6.2952	UZ
evm.model.Ap6.2953	F
evm.model.Ap6.2950	S
evm.model.Ap6.2378	C
evm.model.Ap6.2370	T
evm.model.Ap6.2377	S
evm.model.Ap6.1733	K
evm.model.Ap6.1732	S
evm.model.Ap6.1730	EG
evm.model.Ap6.1737	J
evm.model.Ap6.1199	S
evm.model.Ap6.1198	TV
evm.model.Ap6.1197	T
evm.model.Ap6.1196	T
evm.model.Ap6.1192	O
